Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
0,218,6149,0,42,02,0,218,6149,0
1,218,8673,0,61,28325,0,218,8673,0
2,224,3098,0,51,73643,0,224,3098,0
3,224,4098,0,25,08817,0,224,4098,0
4,224,8777,0,46,11245,0,224,8777,0
5,219,9342,0,29,72219,0,224,8777,0
6,224,5098,0,36,89272,0,224,8777,0
7,224,4098,0,77,35516,0,224,8777,0
8,224,8777,0,52,56682,0,224,8777,0
9,212,3102,0,36,36509,0,224,8777,0
10,224,3098,0,63,82847,0,224,8777,0
11,224,3098,0,38,37082,0,224,8777,0
12,224,7776,0,60,4722,0,224,8777,0
13,224,4098,0,63,84259,0,224,8777,0
14,224,2098,0,50,65966,0,224,8777,0
15,224,3098,0,19,03183,0,224,8777,0
16,224,8777,0,81,08633,0,224,8777,0
17,256,0005,0,62,16486,0,256,0005,0
18,256,8958,0,33,51616,0,256,8958,0
19,256,8958,0,21,12904,0,256,8958,0
20,256,4364,0,21,308,0,256,8958,0
21,256,7758,0,32,8211,0,256,8958,0
22,256,7617,0,44,32555,0,256,8958,0
23,256,8958,0,60,20127,0,256,8958,0
24,256,4364,0,21,18072,0,256,8958,0
25,256,8958,0,14,89258,0,256,8958,0
26,256,8958,0,6,582882,0,256,8958,0
27,256,4364,0,35,69417,0,256,8958,0
28,256,541,0,33,42298,0,256,8958,0
29,256,8958,0,21,48565,0,256,8958,0
30,256,8958,0,14,71398,0,256,8958,0
31,256,4364,0,9,278502,0,256,8958,0
32,256,4364,0,31,28746,0,256,8958,0
33,256,9002,0,-30,93902,0,256,9002,0
34,256,8958,0,33,02064,0,256,9002,0
35,257,0006,0,21,12533,0,257,0006,0
36,256,9958,0,47,76056,0,257,0006,0
37,256,8958,0,13,32141,0,257,0006,0
38,256,8958,0,37,74383,0,257,0006,0
39,256,8958,0,8,439553,0,257,0006,0
40,256,4364,0,4,550834,0,257,0006,0
41,256,8958,0,46,86767,0,257,0006,0
42,256,8958,0,57,7341,0,257,0006,0
43,256,8958,0,8,789658,0,257,0006,0
44,256,4364,0,42,56731,0,257,0006,0
45,257,0104,0,34,79198,0,257,0104,0
46,256,8288,0,36,14968,0,257,0104,0
47,256,4364,0,4,373884,0,257,0104,0
48,256,4364,0,22,00545,0,257,0104,0
49,256,8958,0,55,84767,0,257,0104,0
50,256,8958,0,9,615957,0,257,0104,0
51,256,5066,0,-0,0956362,0,257,0104,0
52,256,4698,0,-9,896305,0,257,0104,0
53,256,8958,0,8,400719,0,257,0104,0
54,256,8958,0,-1,559694,0,257,0104,0
55,256,8958,0,35,12031,0,257,0104,0
56,256,4981,0,52,21352,0,257,0104,0
57,256,8958,0,53,4046,0,257,0104,0
58,256,8958,0,11,6677,0,257,0104,0
59,256,8958,0,30,7142,0,257,0104,0
60,256,4364,0,51,68528,0,257,0104,0
61,256,8334,0,24,55484,0,257,0104,0
62,256,8958,0,49,4516,0,257,0104,0
63,257,0105,0,-13,16045,0,257,0105,0
64,256,7715,0,-2,516528,0,257,0105,0
65,256,8958,0,53,28444,0,257,0105,0
66,254,5876,0,16,28606,0,257,0105,0
67,256,4364,0,27,82708,0,257,0105,0
68,256,943,0,44,01487,0,257,0105,0
69,256,8958,0,18,978,0,257,0105,0
70,256,8958,0,29,88804,0,257,0105,0
71,256,9958,0,-0,7558896,0,257,0105,0
72,256,4364,0,32,65668,0,257,0105,0
73,256,7995,0,18,86262,0,257,0105,0
74,256,8958,0,38,22051,0,257,0105,0
75,256,8958,0,18,76419,0,257,0105,0
76,256,4364,0,21,13419,0,257,0105,0
77,256,8958,0,25,5954,0,257,0105,0
78,256,8958,0,-0,8657442,0,257,0105,0
79,229,6192,0,-10,107,0,257,0105,0
80,256,4364,0,26,90947,0,257,0105,0
81,256,8958,0,13,31507,0,257,0105,0
82,256,8958,0,19,8866,0,257,0105,0
83,256,8958,0,23,19161,0,257,0105,0
84,256,4364,0,21,79076,0,257,0105,0
85,256,8958,0,23,98255,0,257,0105,0
86,256,8958,0,38,49101,0,257,0105,0
87,256,4364,0,-9,286749,0,257,0105,0
88,256,4364,0,38,74286,0,257,0105,0
89,256,8958,0,31,1428,0,257,0105,0
90,256,8958,0,25,80596,0,257,0105,0
91,256,4364,0,6,700789,0,257,0105,0
92,256,5076,0,22,58239,0,257,0105,0
93,256,8958,0,10,6835,0,257,0105,0
94,256,8668,0,20,48149,0,257,0105,0
95,256,8958,0,15,45739,0,257,0105,0
96,256,4364,0,3,283168,0,257,0105,0
97,256,8958,0,25,41767,0,257,0105,0
98,256,8958,0,20,13599,0,257,0105,0
99,256,8958,0,32,57219,0,257,0105,0
100,256,8958,0,32,57219,0,257,0105,0

