Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
0,256,3504,0,-9,791352,0,256,3504,0
1,257,005,0,3,285859,0,257,005,0
2,256,8958,0,4,179359,0,257,005,0
3,256,8958,0,-7,286933,0,257,005,0
4,256,4364,0,61,07288,0,257,005,0
5,256,8958,0,36,30124,0,257,005,0
6,256,8958,0,33,22292,0,257,005,0
7,256,8958,0,30,75068,0,257,005,0
8,256,4364,0,52,44052,0,257,005,0
9,256,8958,0,16,16687,0,257,005,0
10,256,7794,0,35,2631,0,257,005,0
11,256,8958,0,4,028945,0,257,005,0
12,256,4364,0,37,71039,0,257,005,0
13,256,8958,0,43,11972,0,257,005,0
14,256,886,0,4,300218,0,257,005,0
15,256,8958,0,18,90036,0,257,005,0
16,256,4364,0,88,40897,0,257,005,0
17,256,8958,0,21,5954,0,257,005,0
18,256,8958,0,49,33599,0,257,005,0
19,256,8958,0,-2,121813,0,257,005,0
20,256,4364,0,28,9423,0,257,005,0
21,256,3504,0,16,25855,0,257,005,0
22,256,8958,0,38,10541,0,257,005,0
23,256,8958,0,52,98158,0,257,005,0
24,256,5701,0,15,92138,0,257,005,0
25,256,8958,0,20,66705,0,257,005,0
26,256,8958,0,3,671441,0,257,005,0
27,256,4364,0,32,23966,0,257,005,0
28,256,4364,0,33,40838,0,257,005,0
29,256,8958,0,21,48375,0,257,005,0
30,256,8958,0,14,71398,0,257,005,0
31,256,4364,0,9,280411,0,257,005,0
32,256,5076,0,31,28949,0,257,005,0
33,256,8958,0,-31,05129,0,257,005,0
34,256,8958,0,32,99039,0,257,005,0
35,256,8958,0,21,26185,0,257,005,0
36,256,5076,0,47,71578,0,257,005,0
37,256,8958,0,13,15721,0,257,005,0
38,256,8958,0,37,93057,0,257,005,0
39,256,8958,0,8,393083,0,257,005,0
40,256,5076,0,4,552868,0,257,005,0
41,256,8958,0,47,20309,0,257,005,0
42,256,8958,0,57,68356,0,257,005,0
43,256,8958,0,8,721363,0,257,005,0
44,256,9958,0,42,71409,0,257,005,0
45,256,8958,0,34,7658,0,257,005,0
46,256,8669,0,36,15364,0,257,005,0
47,256,4364,0,4,371974,0,257,005,0
48,256,4364,0,21,93429,0,257,005,0
49,256,8958,0,55,12038,0,257,005,0
50,256,8958,0,55,12038,0,257,005,0

