Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
0,92,02139,0,-15,28753,0,92,02139,0
1,92,02139,0,-11,72083,0,92,02139,0
2,92,17033,0,-7,559436,0,92,17033,0
3,92,17033,0,-38,08699,0,92,17033,0
4,92,02139,0,-25,74963,0,92,17033,0
5,92,17033,0,-26,80936,0,92,17033,0
6,92,17033,0,-24,17745,0,92,17033,0
7,92,17033,0,-20,89324,0,92,17033,0
8,92,02139,0,-23,08558,0,92,17033,0
9,91,86958,0,-27,30792,0,92,17033,0
10,92,17033,0,-5,306895,0,92,17033,0
11,92,17033,0,-1,033914,0,92,17033,0
12,92,02139,0,-24,31123,0,92,17033,0
13,95,80231,0,-7,757543,0,95,80231,0
14,92,09789,0,-15,58733,0,95,80231,0
15,92,09789,0,-6,477104,0,95,80231,0
16,95,76891,0,-3,757725,0,95,80231,0
17,94,89961,0,6,914154,0,95,80231,0
18,92,19412,0,5,051093,0,95,80231,0
19,93,91134,0,5,172279,0,95,80231,0
20,95,80231,0,16,10881,0,95,80231,0
21,95,80231,0,5,521954,0,95,80231,0
22,92,09789,0,11,05665,0,95,80231,0
23,94,52663,0,18,03083,0,95,80231,0
24,96,43764,0,-1,867488,0,96,43764,0
25,90,73401,0,-19,32504,0,96,43764,0
26,96,2705,0,-16,40096,0,96,43764,0
27,90,79445,0,1,373829,0,96,43764,0
28,89,61842,0,12,53791,0,96,43764,0
29,91,91484,0,10,27507,0,96,43764,0
30,92,76635,0,7,229208,0,96,43764,0
31,96,40415,0,3,728099,0,96,43764,0
32,90,31878,0,-8,96258,0,96,43764,0
33,91,52979,0,11,60331,0,96,43764,0
34,94,55041,0,-14,39144,0,96,43764,0
35,93,44256,0,9,092594,0,96,43764,0
36,94,38541,0,44,72697,0,96,43764,0
37,95,30159,0,10,97399,0,96,43764,0
38,96,39844,0,45,06038,0,96,43764,0
39,97,3102,0,-3,289913,0,97,3102,0
40,97,31021,0,-10,58451,0,97,31021,0
41,97,49301,0,33,02031,0,97,49301,0
42,97,55988,0,24,5468,0,97,55988,0
43,97,78683,0,5,868923,0,97,78683,0
44,97,78679,0,11,13198,0,97,78683,0
45,99,50636,0,16,79989,0,99,50636,0
46,100,5971,0,14,88358,0,100,5971,0
47,100,5303,0,-2,468338,0,100,5971,0
48,100,5303,0,0,9224411,0,100,5971,0
49,100,6305,0,18,59728,0,100,6305,0
50,100,6305,0,18,59728,0,100,6305,0

